id,parseerror_distances,not_parseerror_distances
26661,"[0, 0, 10]","[815, 668, 0, 15617, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 2, 0, 83, 0, 3, 1, 0, 3, 0, 0, 1, 0, 0, 3, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]"
26056,"[824, 435, 154, 120, 127, 35, 209]",[1452]
26060,"[0, 0, 0]",[]
26083,"[3, 0, 5, 0, 3, 0, 67, 64, 65, 64, 71, 10, 0, 8, 108, 108, 69, 62]","[1232, 1847, 4581]"
26090,"[103, 11, 13, 10, 3, 7, 55, 0, 82, 13, 18]","[174, 46, 67, 111, 108, 124, 0, 335]"
26173,"[6214, 0]",[]
26166,"[0, 0, 2125, 2647, 0, 122, 0, 0, 304, 0, 220, 3403, 0, 1604, 0, 478, 0, 0, 0]",[]
26406,"[0, 561, 0]","[3, 0, 0, 60, 0]"
26198,[],[0]
26240,"[47, 0, 5, 86, 2054, 3, 3, 2174, 6, 8]","[2054, 6262, 5165, 160, 133, 156, 103, 198, 137, 210, 188, 112, 115, 117, 114, 140, 153, 582, 668, 0, 666, 695, 341, 261]"
26272,"[34, 0, 0, 0, 43, 0, 0, 2, 2, 0, 2, 0, 3, 9, 2899, 0, 0, 1, 2, 0, 557, 554, 4, 4, 5, 1, 2, 2, 1, 87, 4057, 4106, 1, 2, 9, 12, 8, 0, 0, 0, 2, 2]",[]
26281,"[415, 0, 3, 0, 101, 189, 1956, 154, 0, 63, 150, 148, 132, 131, 0, 33, 35, 18, 8, 2, 0, 7, 256, 79, 16, 7, 8, 33, 4, 0, 4, 10, 0, 2, 6, 146, 283, 0, 151, 8, 2, 4, 4, 8, 45, 0, 4]","[0, 0]"
26295,"[301, 0, 0, 0, 8484, 0, 55]",[]
27131,[],"[0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
26331,"[6214, 84, 0]",[]
26484,"[0, 0]","[57, 8963, 67, 0, 4463, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
26384,[],[735]
26421,[],[]
26699,[],[]
26409,[],"[160, 108, 103, 196, 139, 210, 188, 110, 117, 114, 112, 140, 157, 580, 516]"
26434,[],"[0, 16, 16]"
27398,[],"[0, 0, 0, 6, 6, 2566, 2566, 0, 2566, 2571, 0]"
26485,"[173, 3, 12, 14, 3, 9, 11, 7, 6, 7, 14, 9, 1, 7, 1, 9, 9, 9, 7, 18, 7, 2, 41, 123, 10, 11, 20, 9, 16, 8, 11, 7, 8, 24, 11, 7, 17, 14, 17, 28, 7, 6, 50, 30, 7, 9, 8, 7, 31, 8, 1, 7, 7, 24, 7, 7, 9, 11, 3, 1, 2, 9, 14, 9, 34, 13, 429, 10, 11, 11, 1, 1, 9, 1, 27, 11, 2, 1, 0, 7, 7, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2079, 0, 0]"
27067,"[7, 7, 7, 7, 7, 7, 7, 7, 19, 7, 7, 14, 7, 7, 11, 7, 7, 19]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 11424, 0, 0, 0, 0, 11424, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11424, 11424, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11424, 11424, 0, 0, 11424, 11424, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
27500,[],[]
26579,"[0, 83, 236, 72, 118, 73, 0, 10, 14, 89, 2, 2]","[0, 0, 6, 202, 97, 27, 1, 1, 1, 2, 2, 2239, 1874, 1136, 0, 0, 4786, 54]"
26580,"[0, 83, 236, 72, 118, 73, 0, 10, 14, 89, 2, 2]","[0, 0, 6, 202, 97, 27, 1, 1, 1, 2, 2, 2239, 1874, 1136, 0, 0, 4786, 54]"
26701,[],"[160, 103, 196, 0, 137, 210, 0, 190, 109, 115, 115, 112, 140, 157, 515, 749, 743, 88, 88]"
26715,"[0, 83, 236, 72, 118, 73, 0, 10, 14, 89, 2, 2]","[0, 0, 6, 202, 97, 27, 1, 1, 1, 2, 2, 2239, 1874, 1136, 0, 0, 4786, 0, 54, 45, 45, 33, 39, 48, 51, 54, 45, 39, 45, 48, 33, 36, 138, 114]"
26747,"[10, 0, 0, 0, 7403, 0, 3254, 53, 22, 38, 7, 26, 1, 85, 62, 114, 258, 259, 0, 0, 12, 0, 6383, 0, 0, 2, 0, 1, 57, 23, 51, 4, 253, 254, 0, 51, 0, 0, 1086, 85, 79, 1878, 0, 11194, 68, 68, 1, 7944]","[0, 0, 10738, 0, 7404, 0, 7416, 7416, 4096, 2, 135, 0, 95, 0, 0, 84, 0, 1, 1, 95, 11378, 1, 13, 0, 6580, 0, 1010, 13, 1, 0, 0, 0, 0, 0, 1973, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9918, 0, 0, 0]"
26811,[],"[0, 0, 0, 0, 0, 0, 0, 1407]"
27000,[5],"[16, 162, 133, 158, 103, 196, 137, 210, 188, 109, 115, 115, 112, 140, 157, 613, 664, 108, 16, 104, 806, 766, 0, 110, 108, 0, 90, 16, 79, 90]"
26853,[153],[]
26899,[],"[0, 0, 0, 189, 0, 0, 0, 0, 3, 0, 0, 538, 0, 0, 491, 0, 0, 392, 0, 0, 18, 0, 8793, 39, 33, 33, 10745, 57, 42, 42, 42, 84, 18217, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
27033,"[0, 0, 10, 23, 100, 65, 165, 3, 49, 67]","[815, 668, 0, 15617, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 2, 0, 83, 0, 3, 1, 0, 3, 0, 0, 1, 0, 0, 3, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 143, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 146, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0]"
26948,"[15, 108, 9, 4]",[]
26957,[],[]
26961,"[0, 0, 0, 4, 0, 0, 0, 0, 2, 3357]","[0, 1287]"
26977,"[296, 299, 172, 287, 287, 287, 346, 0, 0, 0, 469, 0, 265, 0, 3030, 735]","[924, 431, 0, 802, 802, 0, 802]"
26987,[],"[176, 131, 156, 104, 194, 137, 210, 188, 109, 117, 0, 0, 115, 110, 138, 0, 157, 580, 668, 740]"
27002,"[749, 2, 0, 36, 0, 5, 14, 0, 2, 0, 28, 30, 31, 12, 0, 0, 1, 20, 9, 4, 2112, 30, 27, 32, 4, 172, 85, 1, 19, 1]","[0, 186, 325, 141, 0, 137, 151, 270, 0, 87]"
27008,[],"[0, 5055, 91, 11, 5210, 45, 273, 176, 116, 271, 247, 350, 45, 223, 180, 208, 216, 0, 131, 299, 849, 1081]"
27027,[],[161]
27208,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
27045,"[8792, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
27360,[0],"[27, 0, 0, 27, 27, 0, 0, 0, 0, 0, 0, 761, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
27086,[],[8681]
27636,[],"[160, 131, 158, 104, 196, 137, 210, 190, 109, 0, 117, 115]"
27169,[],"[195, 131, 156, 103, 196, 0, 139, 210, 188, 109, 117, 113, 0, 114, 140, 159, 0, 578, 662, 768]"
27326,[],"[1, 0, 2219, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
27223,"[268, 57, 0]",[123]
27275,[],"[489, 18, 499, 42, 18, 21, 30, 36, 45, 48, 0, 0, 128, 179, 42, 36, 42, 45, 30, 33, 93, 135, 111]"
27302,"[0, 8, 472]",[]
27323,[],"[5165, 151, 147, 240, 238, 97, 205, 151, 221, 0, 172, 120, 115, 114, 125, 0, 114, 172, 599, 683, 0, 742, 742]"
27322,[0],"[0, 338, 0, 203, 176, 134, 158, 511, 493, 0, 317, 418, 386, 276, 295, 0, 298, 285, 283, 344, 886, 1445, 1132, 28133, 2, 28298]"
27329,[],"[164, 133, 158, 103, 194, 139, 210, 188, 110, 115, 115, 112, 140, 157, 578, 664, 765]"
27389,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
27414,"[242, 9, 9, 22, 149, 6, 6, 12, 0, 1625, 0, 0, 78, 0, 49, 0, 468, 0, 161, 238, 0, 1729, 128, 146, 77, 105, 52, 0, 105, 0, 54, 0, 0, 79, 1, 248, 83, 5, 53, 4, 4, 125, 1853]","[0, 4, 547, 0, 0, 10927, 1687, 0, 122, 2, 3, 0, 1, 2, 0, 2, 17, 0, 0, 0]"
27381,[],"[489, 0, 0, 81, 45, 45, 45, 60, 54, 45, 39, 45, 48, 30, 36, 96, 138, 114]"
27395,[0],[]
27399,"[0, 0, 0, 4, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 18021]","[0, 1287, 17]"
27464,[],"[1105, 658, 26, 0, 0, 0, 0, 76, 361]"
27484,[0],"[0, 579, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0]"
27506,"[0, 83, 236, 72, 118, 73, 0, 10, 14, 89, 2, 2]","[0, 0, 6, 202, 97, 27, 1, 1, 1, 2, 2, 2239, 1874, 1136, 0, 0, 4786, 4786, 0, 200, 1163, 69, 69, 295, 268, 503, 164, 720, 51, 48, 54, 0, 57, 0, 0, 36, 96, 138, 114, 72, 36, 39, 594, 0]"
27510,"[85, 18625, 410, 18822, 556, 0, 0, 556, 14627, 27]",[]
27526,[],"[160, 131, 156, 103, 196, 137, 210, 188, 111, 115, 115, 112, 140, 157, 578, 662, 766, 261, 160, 0, 131, 156, 103, 196, 137, 210, 188, 109, 115, 115, 112, 140, 157, 578, 0, 0, 664, 766]"
27547,"[219, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 137, 2029, 0, 1992, 0, 33, 94, 1, 12, 13, 50, 2052, 121, 0, 121, 0, 0, 0, 0]",[]
27552,"[9, 5, 6, 37, 6, 4, 0, 4, 31, 22, 0, 16, 23, 5, 0, 27]","[0, 151, 269, 460, 33, 3, 4, 0, 9, 30, 0, 0, 0, 60, 3, 27, 0, 1, 27, 30, 3]"
27583,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9658, 0, 0, 0, 0, 26760, 0, 0, 0, 0, 0]"
27587,"[6, 12, 0, 0, 3, 3, 3, 0, 0, 0, 0, 467, 0, 3, 0, 17, 3, 3, 4, 3, 4, 123, 6, 2, 23, 2, 4, 7, 7, 19, 10, 10, 8, 4, 8, 3]",[]
27597,"[2, 7]","[5163, 131, 156, 276, 252, 196, 137, 212, 188, 0, 111, 115, 115, 110, 0, 140, 157, 578, 0, 662, 741]"
27603,[],"[614, 171, 332, 89, 40, 6, 10, 1, 1]"
27638,[],"[0, 61, 0, 20, 7, 7, 1, 0, 6, 0]"
27634,[],"[160, 291, 766, 662, 578, 157, 140, 112]"
27697,"[5, 4, 5, 44, 7, 117, 15]","[2, 35, 0, 31, 0, 74, 0, 79, 13, 1, 18, 14, 12, 119, 78, 402, 0, 0, 0, 2723, 0]"
27730,"[31, 71, 95, 70, 35, 11800, 0]","[1263, 3, 1257, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
27755,[],"[50, 1, 18, 1, 49, 86, 1]"
27768,"[2, 2, 2, 1, 1, 1, 1, 2, 2]","[1, 1]"
27774,[],"[1, 0, 1, 0, 0]"
27776,[],[]
27804,"[14, 16, 2]","[1, 1]"
27811,[],"[0, 69]"
27824,[],"[13, 48, 8, 8, 62, 4, 2, 7, 37, 3, 15, 3, 0]"
27830,"[0, 37]",[]
27864,[4],"[8, 39, 64, 111, 0, 1, 9, 43, 0, 0, 102, 22, 4, 0, 18, 103, 0, 463]"
27888,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
27845,[],"[19, 2, 39, 0, 0, 28, 2, 2, 4, 4, 1, 0]"
27846,[],[]
28582,[],[]
27949,[],"[113, 0, 20, 42, 0]"
27961,[],[]
27963,[],"[30, 173, 49, 575, 0, 0, 150, 8, 6, 3]"
28007,[],"[30, 173, 49, 575, 0, 0, 150, 8, 6, 3]"
27979,[],"[2, 2, 140, 37, 0, 0, 11, 2]"
28002,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
28008,[],"[0, 11, 0, 119, 0, 17]"
28068,"[78, 0, 2]","[65, 0, 0, 41, 735, 68, 60, 0, 183, 0, 0, 0, 0, 6, 5]"
28099,"[3, 8, 0, 94]","[2, 2, 93, 7, 7, 1, 90, 4, 4, 0, 0]"
28086,[],"[30, 173, 49, 575, 0, 0, 150, 8, 11, 15, 64, 0, 29, 38, 28, 43, 51, 0, 0, 0]"
28202,"[4, 0, 0, 2, 0, 2, 5, 21, 17, 10, 3, 28, 20, 1, 12, 0, 71]","[2, 2, 28, 12, 59, 69, 9, 95, 31, 9, 0, 35, 2, 42, 0, 0, 31, 0]"
28215,"[4, 3, 4]","[0, 13, 0, 0, 0, 2, 2, 20, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 178, 0, 0]"
28209,[],"[65, 610]"
28214,"[3, 8, 0, 0]","[2, 2]"
28221,"[1, 2, 0, 0, 0]","[30, 173, 49, 575, 0, 0, 150, 8]"
28229,"[0, 0, 73, 0]","[30, 173, 49, 575, 0, 0, 150, 8]"
28239,[8],"[65, 56, 4, 4, 38, 4, 0, 0]"
28246,[],"[51, 4, 10, 4, 4, 56]"
28274,"[0, 0, 0, 0, 0, 0, 0, 25]","[2, 2, 1058, 0, 566, 0, 0, 0, 0, 0, 0, 0]"
28284,"[0, 0, 0, 0, 308, 0, 137, 0, 0]",[65]
28285,[],"[30, 173, 49, 575, 0, 0, 150, 8]"
28286,"[0, 0]","[30, 173, 49, 575, 0, 0, 150, 8, 5, 0, 4, 0, 41]"
28316,[4],"[8, 39, 64, 111, 0, 1, 9, 43, 0, 0, 102, 22, 4, 0, 18, 103, 0, 0, 0, 64, 63]"
28320,[],"[52, 0]"
28325,[],"[1, 0, 0]"
28331,[],"[1, 7, 18, 19, 19, 20, 24, 5, 16, 0]"
28399,"[4, 0, 4, 0, 3]","[8, 39, 64, 111, 0, 1, 9, 43, 0, 0, 102, 22, 4, 0, 18, 103, 566, 32, 0, 1, 0, 1, 4, 22, 0, 0, 0, 1, 0, 43, 0, 21, 13, 0, 6, 13, 9, 0, 8, 1, 30, 0, 0, 0, 71, 12, 2, 0, 0, 13, 8, 9, 0, 6, 161, 7, 186, 11, 39, 2, 0, 1, 1]"
28406,[4],"[8, 39, 64, 111, 0, 1, 9, 43, 0, 0, 102, 22, 4, 0, 18, 103, 0, 0, 551]"
28413,[0],"[0, 0, 0]"
29750,[],"[0, 1, 0, 0, 0]"
28460,[],[]
28518,"[3, 8, 0, 94, 59, 0, 41, 0, 0, 38, 38, 0, 0, 0, 0, 0, 0, 0, 2, 0, 38, 410, 10, 0, 1]","[2, 2, 93, 7, 7, 1, 90, 4, 4, 0, 13, 1, 1, 0, 38, 27, 95, 95, 1, 1, 1, 0, 1, 3, 2, 1, 3, 0, 0, 0, 1, 107, 2, 52, 55, 1, 0, 55, 32, 0, 53, 158]"
28532,[],"[65, 0, 396, 12, 4, 4, 0, 4, 75, 55, 72, 65, 57]"
28581,"[0, 4, 0, 10, 5, 5, 2, 7, 18]","[30, 173, 49, 575, 0, 0, 150, 8, 6, 24, 52, 0, 52, 25, 48, 17, 3, 6, 7, 25, 17, 21, 25, 33, 24, 12, 15, 0, 40, 4]"
28670,"[6, 0, 1, 0, 2, 6, 6]","[59, 33, 3, 0, 0, 3, 3, 3, 3, 3, 189, 1, 208, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 1, 0, 0, 0, 3, 0, 3, 0, 1, 3, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 54, 0, 0, 0, 118, 0, 0, 0, 0, 0, 428, 0]"
28701,[],"[2, 0, 0, 1]"
28704,[],[]
28731,"[1, 4]","[0, 13, 951, 0, 1, 0, 0, 1, 71, 12, 0, 5, 1, 1, 1, 1, 6, 42, 39, 2, 1, 1, 33, 6, 0, 184, 4, 66, 68, 1, 7, 0, 1, 40, 1, 1]"
28761,"[0, 3]","[35, 22, 2, 2, 2, 4, 15]"
28810,"[3, 19]","[1, 1, 1, 1, 3, 7]"
28817,"[0, 0, 0, 891, 4, 0, 128, 18, 0, 5, 0, 6, 0, 1, 0, 0, 0, 6, 5, 5, 123, 0, 55, 1012, 348, 3, 5, 5, 0, 0]","[31, 0, 1, 73, 84, 0, 144, 0, 0, 268, 208, 13, 142, 172, 1, 2, 278, 326, 120]"
28824,[],"[13, 48, 8, 8, 63, 7]"
28830,[],"[1, 0, 0, 1, 1, 1, 1]"
28831,[],[]
28832,[],[]
28846,"[1, 10, 1, 1, 2, 0, 1, 1, 0, 0, 0]",[2]
28847,[],[]
28872,[],"[614, 171, 6, 1, 1, 1, 10, 0, 1, 0, 1, 0, 1, 1, 2, 59, 0, 0, 0, 16]"
28887,[],[]
29058,[],"[33, 250]"
29060,[],"[0, 70]"
29067,[],"[59, 2, 1, 1]"
29070,[],"[1, 0, 2, 2]"
29101,"[14, 67]","[205, 4]"
29148,[],"[0, 1]"
29158,[],"[1, 0, 0, 0, 0, 1, 0, 0, 8, 1, 19]"
29255,[],"[38, 0, 0, 6, 0, 0]"
29296,"[0, 7]","[118, 7, 2, 1, 28, 0, 7]"
29327,[1],"[1, 60, 279, 219, 136, 1, 6, 88, 2, 22, 567]"
29332,[],"[0, 0, 0, 33]"
29341,"[1, 2, 7]","[1, 0, 0, 0, 86, 24, 0, 24, 0, 58]"
29518,[153],"[30, 173, 49, 575, 0, 0, 150, 8, 10, 5, 0]"
29525,[],[]
29606,[],"[0, 0, 21, 0, 144, 0, 0, 20, 0, 1, 1]"
29706,[],"[65, 6, 10, 441, 0, 65, 28, 0]"
29712,"[19, 10, 0, 54, 27, 7, 0, 1, 147, 3]","[13, 48, 8, 8, 0, 0, 4, 756]"
29729,"[2, 19, 4, 1, 2, 4, 1, 1, 2]","[0, 0, 0, 0, 12, 6, 0, 22, 3, 2, 7, 6, 247, 72, 0, 72, 37, 0, 7, 0, 1, 17, 2, 18, 232, 76, 18, 15, 37, 15, 15, 0, 16, 2, 0, 5]"
29744,"[9, 68, 88, 61, 0]",[]
29821,[],"[2, 1, 2, 1, 2, 1, 203, 6, 7, 1, 9, 32, 23, 0, 0, 0, 0, 8, 0, 14, 0, 0, 9, 0]"
29892,"[27, 2]","[124, 1, 0, 3, 6, 30, 5, 8, 43, 1, 6, 34, 1, 1, 3, 1]"
29951,"[6, 30, 0, 1327]","[0, 1, 0, 2, 5]"
29966,[],"[1, 0, 0, 5, 131]"
30032,[],"[384, 0, 0, 0, 341, 1, 0]"
30087,[],"[614, 171, 0, 0, 88, 3, 2, 0, 0, 1, 0, 0, 32, 0, 67, 0, 7, 41, 20, 7, 1, 0, 0, 1, 2, 16, 3, 3, 3, 6, 3, 3, 1, 2, 0, 26, 3, 4, 13, 35, 38, 1, 3, 1, 2, 0, 16, 0, 0]"
30110,[],"[0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0]"
30114,[],"[614, 171, 332, 94, 0]"
30115,[],"[614, 171, 332, 49]"
30186,"[1, 0]","[367, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 7, 0, 0, 266]"
30553,[],[0]
30326,"[1, 616, 2, 0, 0, 2, 1, 5, 0, 0, 4, 0, 2, 0, 1, 0, 0]","[0, 3, 3, 528, 3, 0, 0, 366, 4, 0, 0, 3, 3, 12, 0, 0, 3, 0, 4, 16, 0, 13, 7, 0, 4, 0, 0, 0, 4, 7, 4, 4, 0, 0, 0, 0, 0, 12, 4, 4, 0, 12, 9, 0, 16, 4, 0, 20, 4, 0, 18, 4, 0, 15, 4, 12, 4, 15, 4, 30, 4, 3, 4, 0, 0, 4, 4, 3, 4, 17, 12, 4, 18, 20, 11, 1, 1, 1, 0, 0, 5, 0, 0, 0, 0, 2, 0, 1, 5, 24]"
30338,"[1, 1, 0, 4, 1, 0]","[4, 0, 0, 0, 4, 3, 4, 575, 1]"
30347,[],[]
30510,"[21, 2, 10, 2, 7, 32, 9]","[17, 20, 59, 7, 3, 8, 0, 0, 0, 0, 0, 0, 4]"
30531,[],[]
30528,"[263, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0]","[1420, 1281, 1313, 1242]"
30529,[],[415]
30539,[],[0]
